model,base,format,trained_on,optimizer,lr,max_len,epochs,num_labels,init,aggregate,split,category,prauc,n_pairs,n_pos
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Канцелярские товары,0.821774,4381,1468
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Аптека,0.885961,4621,333
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Электроника,0.813837,4526,760
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Автотовары,0.730509,4786,856
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Обувь,0.618592,4482,446
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Бытовая химия,0.917662,4337,1983
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Детские товары,0.92592,4430,2460
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Красота и гигиена,0.849857,4295,1595
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Хобби и творчество,0.939626,4339,1990
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Музыкальные инструменты,0.88114,4436,944
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Спорт и отдых,0.764166,4319,1122
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,val_fold_01,Галантерея и аксессуары,0.758558,4428,715
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Строительство и ремонт,0.725097,4559,979
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Канцелярские товары,0.734821,4381,1468
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Бытовая химия,0.873124,4337,1983
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Электроника,0.684543,4526,760
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Бытовая техника,0.806808,4467,1615
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Дом и сад,0.761903,4573,1164
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Красота и гигиена,0.800086,4295,1595
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Спорт и отдых,0.679064,4319,1122
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Одежда,0.496966,5946,691
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Товары для животных,0.873395,4560,1611
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Аптека,0.850867,4621,333
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Детские товары,0.86873,4430,2460
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Обувь,0.457116,4482,446
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Хобби и творчество,0.885217,4339,1990
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Автотовары,0.659897,4786,856
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Музыкальные инструменты,0.804887,4436,944
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Продукты питания,0.855673,4549,1272
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Мебель,0.650947,4583,680
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Ювелирные изделия,0.509837,4540,578
berta_bi_pre_folds,sergeyzh/BERTA,bi-encoder,folds,adamw,1e-5/2e-4,512,1,1,berta_bi,none,val_fold_01,Галантерея и аксессуары,0.623679,4428,715
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Аптека,0.877014,4621,333
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Спорт и отдых,0.755033,4319,1122
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Одежда,0.602587,5946,691
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Электроника,0.784802,4526,760
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Бытовая химия,0.904484,4337,1983
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Товары для животных,0.909932,4560,1611
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Красота и гигиена,0.840641,4295,1595
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Музыкальные инструменты,0.86889,4436,944
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Обувь,0.599022,4482,446
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Продукты питания,0.892683,4549,1272
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Строительство и ремонт,0.808786,4559,979
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Мебель,0.76801,4583,680
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Канцелярские товары,0.796998,4381,1468
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Ювелирные изделия,0.630598,4540,578
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Детские товары,0.91545,4430,2460
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Дом и сад,0.842454,4573,1164
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Бытовая техника,0.853388,4467,1615
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Галантерея и аксессуары,0.723209,4428,715
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Автотовары,0.719337,4786,856
berta_ce_folds,sergeyzh/BERTA,cross-encoder,folds,adan,2e-5,512,1,1,berta_ce,none,val_fold_01,Хобби и творчество,0.928283,4339,1990
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Автотовары,0.816384,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Аптека,0.649892,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Бытовая техника,0.572226,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Бытовая химия,0.685816,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Галантерея и аксессуары,0.348009,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Детские товары,0.584593,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Дом и сад,0.481771,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Канцелярские товары,0.42032,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Красота и гигиена,0.6226,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Мебель,0.370318,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Музыкальные инструменты,0.539778,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Обувь,0.182068,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Одежда,0.214466,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Продукты питания,0.682479,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Спорт и отдых,0.423109,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Строительство и ремонт,0.581724,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Товары для животных,0.627353,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Хобби и творчество,0.605424,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Электроника,0.479181,,
mb_pretrain512,deepvk/RuModernBERT-base,cross-encoder,llm,adamw,3e-5?,512,1,1,-,none,leaderboard,Ювелирные изделия,0.346191,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Автотовары,0.843286,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Аптека,0.677085,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Бытовая техника,0.587824,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Бытовая химия,0.685803,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Галантерея и аксессуары,0.237425,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Детские товары,0.513636,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Дом и сад,0.451771,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Канцелярские товары,0.399507,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Красота и гигиена,0.501088,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Мебель,0.410585,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Музыкальные инструменты,0.557445,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Обувь,0.094347,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Одежда,0.139412,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Продукты питания,0.778008,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Спорт и отдых,0.402786,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Строительство и ремонт,0.6282,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Товары для животных,0.589168,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Хобби и творчество,0.557279,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Электроника,0.612407,,
mb_ce1_fold01,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,none,leaderboard,Ювелирные изделия,0.382398,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Автотовары,0.848265,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Аптека,0.686978,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Бытовая техника,0.596239,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Бытовая химия,0.699336,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Галантерея и аксессуары,0.248656,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Детские товары,0.536588,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Дом и сад,0.465295,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Канцелярские товары,0.412755,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Красота и гигиена,0.50896,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Мебель,0.441963,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Музыкальные инструменты,0.56858,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Обувь,0.098816,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Одежда,0.146769,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Продукты питания,0.78905,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Спорт и отдых,0.413983,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Строительство и ремонт,0.638735,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Товары для животных,0.602814,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Хобби и творчество,0.576424,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Электроника,0.61416,,
mb_ce1_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,512,1,1,mb_llm_512,soup,leaderboard,Ювелирные изделия,0.376279,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Автотовары,0.851071,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Аптека,0.66293,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Бытовая техника,0.588507,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Бытовая химия,0.702579,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Галантерея и аксессуары,0.264722,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Детские товары,0.544599,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Дом и сад,0.450239,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Канцелярские товары,0.406958,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Красота и гигиена,0.506054,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Мебель,0.402022,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Музыкальные инструменты,0.577366,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Обувь,0.096341,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Одежда,0.130447,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Продукты питания,0.793061,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Спорт и отдых,0.4256,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Строительство и ремонт,0.621889,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Товары для животных,0.602651,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Хобби и творчество,0.601506,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Электроника,0.618536,,
mb_soup,deepvk/RuModernBERT-base,cross-encoder,folds,adan,1e-4,224,2,2,mb_llm,soup,leaderboard,Ювелирные изделия,0.273487,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Автотовары,0.831185,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Аптека,0.683608,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Бытовая техника,0.583472,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Бытовая химия,0.686591,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Галантерея и аксессуары,0.246947,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Детские товары,0.526197,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Дом и сад,0.43328,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Канцелярские товары,0.405312,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Красота и гигиена,0.498868,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Мебель,0.422811,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Музыкальные инструменты,0.557902,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Обувь,0.093374,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Одежда,0.137298,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Продукты питания,0.77365,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Спорт и отдых,0.422057,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Строительство и ремонт,0.620603,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Товары для животных,0.584875,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Хобби и творчество,0.554709,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Электроника,0.564289,,
rubase_student384,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,384,?,1,?,none,leaderboard,Ювелирные изделия,0.336311,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Автотовары,0.809716,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Аптека,0.653624,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Бытовая техника,0.552532,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Бытовая химия,0.645223,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Галантерея и аксессуары,0.248412,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Детские товары,0.492875,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Дом и сад,0.396494,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Канцелярские товары,0.384586,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Красота и гигиена,0.466985,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Мебель,0.344014,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Музыкальные инструменты,0.534221,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Обувь,0.09127,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Одежда,0.102361,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Продукты питания,0.755448,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Спорт и отдых,0.412932,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Строительство и ремонт,0.587266,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Товары для животных,0.563702,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Хобби и творчество,0.543907,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Электроника,0.579264,,
rubase192,DeepPavlov/rubert-base-cased,cross-encoder,folds,?,?,192,?,?,?,none,leaderboard,Ювелирные изделия,0.27221,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Автотовары,0.252503,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Аптека,0.34515,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Бытовая техника,0.333959,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Бытовая химия,0.424262,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Галантерея и аксессуары,0.124195,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Детские товары,0.442515,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Дом и сад,0.218808,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Канцелярские товары,0.216046,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Красота и гигиена,0.371287,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Мебель,0.114308,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Музыкальные инструменты,0.332813,,
knrm_llm_pretrain,knrm,knrm,llm,?,?,?,?,-,-,none,leaderboard,Обувь,0.07141,,
