category,fold,slice,n,positives,negatives,coverage,prevalence,baseline_ap,parent_baseline_ap,collapse_delta,groups
Одежда,fold_03,score_80_95,170,133,37,0.02912455028267946,0.7823529411764706,0.83495110395992,0.5846048518693114,0.25034625209060857,169
Одежда,fold_03,text_asymmetric,1069,128,941,0.18314202501284907,0.11973807296538821,0.5774471596013689,0.5846048518693114,-0.007157692267942495,1050
Одежда,fold_04,all,5797,721,5076,1.0,0.12437467655683974,0.6083261187793046,0.6083261187793046,0.0,5568
Одежда,fold_04,name_exact,242,28,214,0.04174573055028463,0.11570247933884298,0.6343885798431874,0.6083261187793046,0.02606246106388277,238
Одежда,fold_04,name_near,41,7,34,0.007072623770915991,0.17073170731707318,0.7407029478458049,0.6083261187793046,0.13237682906650028,40
Одежда,fold_04,name_other,5514,686,4828,0.9511816456787994,0.12441059122234313,0.6081965849940258,0.6083261187793046,-0.00012953378527880144,5293
Одежда,fold_04,attrs_present,5797,721,5076,1.0,0.12437467655683974,0.6083261187793046,0.6083261187793046,0.0,5568
Одежда,fold_04,brand_agree,136,59,77,0.02346041055718475,0.4338235294117647,0.7495857677282138,0.6083261187793046,0.1412596489489092,135
Одежда,fold_04,brand_conflict,215,29,186,0.037088149042608244,0.13488372093023257,0.6898664459873884,0.6083261187793046,0.0815403272080838,212
Одежда,fold_04,brand_one_missing,5446,633,4813,0.939451440400207,0.1162320969518913,0.5903528516546084,0.6083261187793046,-0.01797326712469627,5226
Одежда,fold_04,model_agree,103,20,83,0.017767810936691393,0.1941747572815534,0.8408225641379117,0.6083261187793046,0.23249644535860703,100
Одежда,fold_04,model_both_missing,51,12,39,0.008797653958944282,0.23529411764705882,0.4487399667929807,0.6083261187793046,-0.15958615198632392,51
Одежда,fold_04,model_conflict,996,161,835,0.17181300672761773,0.16164658634538154,0.6886886442834933,0.6083261187793046,0.08036252550418865,978
Одежда,fold_04,model_one_missing,4647,528,4119,0.8016215283767466,0.11362169141381537,0.5760959107367876,0.6083261187793046,-0.03223020804251708,4454
Одежда,fold_04,article_both_missing,5089,625,4464,0.877867862687597,0.12281391235999214,0.5873250706335419,0.6083261187793046,-0.021001048145762757,4874
Одежда,fold_04,article_one_missing,708,96,612,0.12213213731240297,0.13559322033898305,0.7366972094730297,0.6083261187793046,0.1283710906937251,698
Одежда,fold_04,size_comparable_agree,1131,186,945,0.19510091426599965,0.16445623342175067,0.711267093328113,0.6083261187793046,0.10294097454880835,1118
Одежда,fold_04,size_comparable_mismatch,3701,394,3307,0.6384336725892703,0.10645771413131586,0.5905610631739705,0.6083261187793046,-0.017765055605334146,3556
Одежда,fold_04,size_not_comparable,965,141,824,0.16646541314473004,0.1461139896373057,0.5271350909964378,0.6083261187793046,-0.0811910277828668,955
Одежда,fold_04,numeric_conflict,164,43,121,0.028290495083663963,0.2621951219512195,0.7758017596918554,0.6083261187793046,0.16747564091255074,162
Одежда,fold_04,numeric_missing,5411,615,4796,0.933413834742108,0.11365736462761042,0.6050103687804772,0.6083261187793046,-0.003315749998827444,5197
Одежда,fold_04,numeric_overlap,222,63,159,0.038295670174228046,0.28378378378378377,0.5642032495019386,0.6083261187793046,-0.044122869277366084,217
Одежда,fold_04,text_long,1290,158,1132,0.22252889425564948,0.12248062015503876,0.6724934161568296,0.6083261187793046,0.06416729737752491,1263
Одежда,fold_04,text_medium,4501,563,3938,0.7764360876315336,0.12508331481892912,0.5917256314452575,0.6083261187793046,-0.016600487334047176,4319
Одежда,fold_04,text_very_long,6,0,6,0.0010350181128169743,0.0,,0.6083261187793046,,6
Одежда,fold_04,score_01_05,208,0,208,0.03588062791098844,0.0,,0.6083261187793046,,206
Одежда,fold_04,score_05_20,1937,4,1933,0.3341383474210799,0.002065049044914817,0.014910457293488222,0.6083261187793046,-0.5934156614858164,1849
Одежда,fold_04,score_20_50,1834,71,1763,0.31637053648438845,0.03871319520174482,0.06520098539291504,0.6083261187793046,-0.5431251333863896,1799
Одежда,fold_04,score_50_80,1608,489,1119,0.27738485423494913,0.3041044776119403,0.5317415176326595,0.6083261187793046,-0.07658460114664511,1577
Одежда,fold_04,score_80_95,210,157,53,0.0362256339485941,0.7476190476190476,0.7998783779020859,0.6083261187793046,0.1915522591227813,209
Одежда,fold_04,text_asymmetric,1064,133,931,0.1835432120062101,0.125,0.5995613025600321,0.6083261187793046,-0.008764816219272498,1041
Галантерея и аксессуары,fold_01,all,4428,715,3713,1.0,0.1614724480578139,0.7361477362250285,0.7361477362250285,0.0,4303
Галантерея и аксессуары,fold_01,name_exact,177,13,164,0.03997289972899729,0.07344632768361582,0.7734560771891088,0.7361477362250285,0.03730834096408031,166
Галантерея и аксессуары,fold_01,name_near,218,65,153,0.04923215898825655,0.2981651376146789,0.9496729076583734,0.7361477362250285,0.21352517143334493,216
Галантерея и аксессуары,fold_01,name_other,4033,637,3396,0.9107949412827462,0.15794693776345153,0.7008187342306538,0.7361477362250285,-0.03532900199437472,3934
Галантерея и аксессуары,fold_01,attrs_one_missing,1,0,1,0.00022583559168925022,0.0,,0.7361477362250285,,1
Галантерея и аксессуары,fold_01,attrs_present,4427,715,3712,0.9997741644083108,0.16150892252089452,0.7361481342806103,0.7361477362250285,3.9805558182948175e-07,4302
Галантерея и аксессуары,fold_01,brand_agree,137,15,122,0.03093947606142728,0.10948905109489052,0.8909348254085097,0.7361477362250285,0.15478708918348116,134
Галантерея и аксессуары,fold_01,brand_conflict,394,53,341,0.08897922312556458,0.13451776649746192,0.6364365438675297,0.7361477362250285,-0.09971119235749881,383
Галантерея и аксессуары,fold_01,brand_one_missing,3897,647,3250,0.8800813008130082,0.16602514754939698,0.7400899071423794,0.7361477362250285,0.00394217091735094,3797
Галантерея и аксессуары,fold_01,model_agree,90,16,74,0.02032520325203252,0.17777777777777778,0.49027235764843524,0.7361477362250285,-0.24587537857659325,89
Галантерея и аксессуары,fold_01,model_conflict,578,50,528,0.13053297199638664,0.08650519031141868,0.6568179091747229,0.7361477362250285,-0.07932982705030556,567
Галантерея и аксессуары,fold_01,model_one_missing,3760,649,3111,0.8491418247515808,0.1726063829787234,0.7492646113306182,0.7361477362250285,0.013116875105589676,3653
Галантерея и аксессуары,fold_01,article_agree,1,1,0,0.00022583559168925022,1.0,,0.7361477362250285,,1
Галантерея и аксессуары,fold_01,article_both_missing,3595,663,2932,0.8118789521228545,0.18442280945757997,0.7416506518516072,0.7361477362250285,0.005502915626578675,3500
Галантерея и аксессуары,fold_01,article_conflict,69,3,66,0.015582655826558265,0.043478260869565216,0.8095238095238095,0.7361477362250285,0.07337607329878104,67
Галантерея и аксессуары,fold_01,article_one_missing,763,48,715,0.17231255645889793,0.06290956749672345,0.6812536740325679,0.7361477362250285,-0.054894062192460624,741
Галантерея и аксессуары,fold_01,size_comparable_agree,47,4,43,0.01061427280939476,0.0851063829787234,0.7048611111111112,0.7361477362250285,-0.03128662511391733,45
Галантерея и аксессуары,fold_01,size_comparable_mismatch,150,25,125,0.03387533875338753,0.16666666666666666,0.5861112842410792,0.7361477362250285,-0.15003645198394933,150
Галантерея и аксессуары,fold_01,size_not_comparable,4231,686,3545,0.9555103884372177,0.1621366107303238,0.7418922586446056,0.7361477362250285,0.005744522419577125,4108
Галантерея и аксессуары,fold_01,numeric_conflict,288,35,253,0.06504065040650407,0.12152777777777778,0.6288358714241387,0.7361477362250285,-0.10731186480088983,282
Галантерея и аксессуары,fold_01,numeric_missing,3728,545,3183,0.8419150858175248,0.14619098712446352,0.6778472904900462,0.7361477362250285,-0.058300445734982276,3622
Галантерея и аксессуары,fold_01,numeric_overlap,412,135,277,0.0930442637759711,0.3276699029126214,0.9267765870907783,0.7361477362250285,0.19062885086574977,408
Галантерея и аксессуары,fold_01,text_long,567,45,522,0.12804878048780488,0.07936507936507936,0.6957416542904322,0.7361477362250285,-0.04040608193459627,559
Галантерея и аксессуары,fold_01,text_medium,3766,637,3129,0.8504968383017163,0.1691449814126394,0.7373211052694331,0.7361477362250285,0.0011733690444045708,3664
Галантерея и аксессуары,fold_01,text_short_both,91,33,58,0.02055103884372177,0.3626373626373626,0.7695871977018092,0.7361477362250285,0.033439461476780674,91
Галантерея и аксессуары,fold_01,text_very_long,4,0,4,0.0009033423667570009,0.0,,0.7361477362250285,,4
Галантерея и аксессуары,fold_01,score_01_05,26,0,26,0.005871725383920506,0.0,,0.7361477362250285,,26
Галантерея и аксессуары,fold_01,score_05_20,1042,5,1037,0.23532068654019875,0.0047984644913627635,0.01807353567918379,0.7361477362250285,-0.7180742005458447,1020
Галантерея и аксессуары,fold_01,score_20_50,1646,45,1601,0.37172538392050586,0.027339003645200487,0.05910819040193047,0.7361477362250285,-0.677039545823098,1611
Галантерея и аксессуары,fold_01,score_50_80,1313,349,964,0.29652213188798554,0.26580350342726583,0.47426322124603804,0.7361477362250285,-0.26188451497899046,1303
Галантерея и аксессуары,fold_01,score_80_95,366,282,84,0.08265582655826559,0.7704918032786885,0.8933241454854413,0.7361477362250285,0.15717640926041276,363
Галантерея и аксессуары,fold_01,score_95_99,32,31,1,0.007226738934056007,0.96875,0.9881392920897017,0.7361477362250285,0.25199155586467326,32
Галантерея и аксессуары,fold_01,score_99_100,3,3,0,0.0006775067750677507,1.0,,0.7361477362250285,,3
Галантерея и аксессуары,fold_01,text_asymmetric,624,108,516,0.14092140921409213,0.17307692307692307,0.6747636374157594,0.7361477362250285,-0.061384098809269094,613
Галантерея и аксессуары,fold_02,all,4507,770,3737,1.0,0.17084535167517195,0.7513778845996302,0.7513778845996302,0.0,4360
Галантерея и аксессуары,fold_02,name_exact,165,7,158,0.03660971821610828,0.04242424242424243,0.5321768726190803,0.7513778845996302,-0.21920101198054986,155
Галантерея и аксессуары,fold_02,name_near,224,64,160,0.04970046594186821,0.2857142857142857,0.9417195310199508,0.7513778845996302,0.1903416464203206,222
Галантерея и аксессуары,fold_02,name_other,4118,699,3419,0.9136898158420235,0.1697425934919864,0.7296990760847084,0.7513778845996302,-0.021678808514921766,3997
Галантерея и аксессуары,fold_02,attrs_present,4507,770,3737,1.0,0.17084535167517195,0.7513778845996302,0.7513778845996302,0.0,4360
Галантерея и аксессуары,fold_02,brand_agree,177,23,154,0.039272243177279786,0.12994350282485875,0.7433893745692216,0.7513778845996302,-0.007988510030408569,175
Галантерея и аксессуары,fold_02,brand_conflict,451,50,401,0.10006656312402928,0.11086474501108648,0.6867276094302937,0.7513778845996302,-0.06465027516933652,435
Галантерея и аксессуары,fold_02,brand_one_missing,3879,697,3182,0.8606611936986909,0.17968548594998712,0.7570662821046488,0.7513778845996302,0.005688397505018594,3768
Галантерея и аксессуары,fold_02,model_agree,90,20,70,0.01996893720878633,0.2222222222222222,0.8226864163490897,0.7513778845996302,0.0713085317494595,90
Галантерея и аксессуары,fold_02,model_conflict,585,73,512,0.12979809185711116,0.12478632478632479,0.7251443195882584,0.7513778845996302,-0.02623356501137175,573
Галантерея и аксессуары,fold_02,model_one_missing,3832,677,3155,0.8502329709341025,0.17667014613778706,0.7540655613022268,0.7513778845996302,0.0026876767025966197,3712
Галантерея и аксессуары,fold_02,article_agree,1,0,1,0.00022187708009762592,0.0,,0.7513778845996302,,1
Галантерея и аксессуары,fold_02,article_both_missing,3671,715,2956,0.8145107610383847,0.1947698174884228,0.7523090220733649,0.7513778845996302,0.0009311374737347444,3557
Галантерея и аксессуары,fold_02,article_conflict,66,2,64,0.01464388728644331,0.030303030303030304,0.5666666666666667,0.7513778845996302,-0.18471121793296352,66
Галантерея и аксессуары,fold_02,article_one_missing,769,53,716,0.17062347459507432,0.06892067620286085,0.7503566425104923,0.7513778845996302,-0.001021242089137897,747
Галантерея и аксессуары,fold_02,size_comparable_agree,52,13,39,0.011537608165076547,0.25,0.831237841106262,0.7513778845996302,0.0798599565066318,51
Галантерея и аксессуары,fold_02,size_comparable_mismatch,132,24,108,0.02928777457288662,0.18181818181818182,0.6212917686670746,0.7513778845996302,-0.1300861159325556,129
Галантерея и аксессуары,fold_02,size_not_comparable,4323,733,3590,0.9591746172620368,0.16955817719176497,0.756072001692075,0.7513778845996302,0.004694117092444827,4182
Галантерея и аксессуары,fold_02,numeric_conflict,316,33,283,0.07011315731084979,0.10443037974683544,0.7231020372754746,0.7513778845996302,-0.028275847324155556,314
Галантерея и аксессуары,fold_02,numeric_missing,3785,620,3165,0.8398047481695141,0.16380449141347425,0.7069556888216421,0.7513778845996302,-0.044422195777988116,3669
Галантерея и аксессуары,fold_02,numeric_overlap,406,117,289,0.09008209451963613,0.2881773399014778,0.924591746751402,0.7513778845996302,0.1732138621517718,394
Галантерея и аксессуары,fold_02,text_long,572,55,517,0.12691368981584203,0.09615384615384616,0.6166796364405455,0.7513778845996302,-0.1346982481590847,565
Галантерея и аксессуары,fold_02,text_medium,3843,677,3166,0.8526736188151763,0.17616445485297944,0.7623558159540257,0.7513778845996302,0.01097793135439551,3722
Галантерея и аксессуары,fold_02,text_short_both,87,37,50,0.019303305968493455,0.42528735632183906,0.7273005355599218,0.7513778845996302,-0.024077349039708373,84
Галантерея и аксессуары,fold_02,text_very_long,5,1,4,0.0011093854004881295,0.2,0.5,0.7513778845996302,-0.2513778845996302,5
Галантерея и аксессуары,fold_02,score_01_05,15,0,15,0.0033281562014643887,0.0,,0.7513778845996302,,15
Галантерея и аксессуары,fold_02,score_05_20,1212,11,1201,0.2689150210783226,0.009075907590759076,0.01440641051509761,0.7513778845996302,-0.7369714740845326,1176
Галантерея и аксессуары,fold_02,score_20_50,1612,57,1555,0.357665853117373,0.03535980148883375,0.06530080290704667,0.7513778845996302,-0.6860770816925835,1588
Галантерея и аксессуары,fold_02,score_50_80,1268,371,897,0.28134013756378967,0.29258675078864355,0.5301921809307014,0.7513778845996302,-0.22118570366892876,1250
Галантерея и аксессуары,fold_02,score_80_95,360,291,69,0.07987574883514532,0.8083333333333333,0.8916880628738226,0.7513778845996302,0.14031017827419245,358
Галантерея и аксессуары,fold_02,score_95_99,38,38,0,0.008431329043709785,1.0,,0.7513778845996302,,38
Галантерея и аксессуары,fold_02,score_99_100,2,2,0,0.00044375416019525185,1.0,,0.7513778845996302,,2
Галантерея и аксессуары,fold_02,text_asymmetric,650,141,509,0.14422010206345684,0.2169230769230769,0.7368899902010532,0.7513778845996302,-0.014487894398577006,642
Галантерея и аксессуары,fold_03,all,4482,756,3726,1.0,0.1686746987951807,0.736946530132057,0.736946530132057,0.0,4349
Галантерея и аксессуары,fold_03,name_exact,168,12,156,0.03748326639892905,0.07142857142857142,0.6191987943826179,0.736946530132057,-0.11774773574943909,160
Галантерея и аксессуары,fold_03,name_near,209,76,133,0.04663096831771531,0.36363636363636365,0.8609842311652648,0.736946530132057,0.12403770103320777,208
Галантерея и аксессуары,fold_03,name_other,4105,668,3437,0.9158857652833556,0.16272838002436055,0.7239975656045109,0.736946530132057,-0.012948964527546125,3992
Галантерея и аксессуары,fold_03,attrs_one_missing,3,2,1,0.0006693440428380187,0.6666666666666666,1.0,0.736946530132057,0.263053469867943,3
Галантерея и аксессуары,fold_03,attrs_present,4479,754,3725,0.999330655957162,0.16834114757758428,0.7371826369379356,0.736946530132057,0.00023610680587859978,4346
Галантерея и аксессуары,fold_03,brand_agree,162,26,136,0.03614457831325301,0.16049382716049382,0.7058594876254486,0.736946530132057,-0.03108704250660843,161
Галантерея и аксессуары,fold_03,brand_conflict,377,46,331,0.08411423471664435,0.1220159151193634,0.7588543983487702,0.736946530132057,0.0219078682167132,370
Галантерея и аксессуары,fold_03,brand_one_missing,3943,684,3259,0.8797411869701026,0.17347197565305605,0.737758283061365,0.736946530132057,0.0008117529293080183,3827
Галантерея и аксессуары,fold_03,model_agree,77,12,65,0.01717983043284248,0.15584415584415584,0.6876846020497384,0.736946530132057,-0.04926192808231866,76
Галантерея и аксессуары,fold_03,model_conflict,549,59,490,0.12248995983935743,0.10746812386156648,0.7325134009319563,0.736946530132057,-0.004433129200100749,539
Галантерея и аксессуары,fold_03,model_one_missing,3856,685,3171,0.8603302097278,0.17764522821576764,0.7406732331441764,0.736946530132057,0.0037267030121194145,3740
Галантерея и аксессуары,fold_03,article_both_missing,3663,700,2963,0.8172690763052208,0.1911001911001911,0.7403234467968535,0.736946530132057,0.0033769166647964477,3558
Галантерея и аксессуары,fold_03,article_conflict,73,1,72,0.016287371709058456,0.0136986301369863,0.09090909090909091,0.736946530132057,-0.6460374392229661,72
Галантерея и аксессуары,fold_03,article_one_missing,746,55,691,0.16644355198572067,0.07372654155495978,0.7028314307869649,0.736946530132057,-0.03411509934509216,725
Галантерея и аксессуары,fold_03,size_comparable_agree,40,8,32,0.00892458723784025,0.2,0.5112108479755539,0.736946530132057,-0.22573568215650308,40
Галантерея и аксессуары,fold_03,size_comparable_mismatch,136,19,117,0.03034359660865685,0.13970588235294118,0.5468039680835637,0.736946530132057,-0.19014256204849334,134
Галантерея и аксессуары,fold_03,size_not_comparable,4306,729,3577,0.9607318161535029,0.1692986530422666,0.7428633186765158,0.736946530132057,0.005916788544458762,4177
Галантерея и аксессуары,fold_03,numeric_conflict,288,37,251,0.0642570281124498,0.1284722222222222,0.6986065099017725,0.736946530132057,-0.03834002023028449,283
Галантерея и аксессуары,fold_03,numeric_missing,3733,571,3162,0.8328871039714413,0.15296008572193945,0.6808294995977924,0.736946530132057,-0.056117030534264645,3628
Галантерея и аксессуары,fold_03,numeric_overlap,461,148,313,0.10285586791610889,0.3210412147505423,0.9003761158963002,0.736946530132057,0.16342958576424316,454
Галантерея и аксессуары,fold_03,text_long,548,58,490,0.12226684515841142,0.10583941605839416,0.6047124417924333,0.736946530132057,-0.1322340883396237,535
Галантерея и аксессуары,fold_03,text_medium,3840,664,3176,0.856760374832664,0.17291666666666666,0.7447885688621255,0.736946530132057,0.007842038730068501,3733
Галантерея и аксессуары,fold_03,text_short_both,89,34,55,0.019857206604194554,0.38202247191011235,0.8218172442071713,0.736946530132057,0.08487071407511426,87
Галантерея и аксессуары,fold_03,text_very_long,5,0,5,0.0011155734047300313,0.0,,0.736946530132057,,5
Галантерея и аксессуары,fold_03,score_01_05,44,0,44,0.009817045961624275,0.0,,0.736946530132057,,44
Галантерея и аксессуары,fold_03,score_05_20,1071,4,1067,0.2389558232931727,0.003734827264239029,0.004061672179794588,0.736946530132057,-0.7328848579522624,1042
Галантерея и аксессуары,fold_03,score_20_50,1603,42,1561,0.357652833556448,0.026200873362445413,0.06652932093601663,0.736946530132057,-0.6704172091960404,1562
Галантерея и аксессуары,fold_03,score_50_80,1289,336,953,0.28759482373940204,0.26066718386346005,0.44351512423080003,0.736946530132057,-0.293431405901257,1279
Галантерея и аксессуары,fold_03,score_80_95,425,325,100,0.09482373940205266,0.7647058823529411,0.8375144606445143,0.736946530132057,0.10056793051245727,422
Галантерея и аксессуары,fold_03,score_95_99,45,44,1,0.010040160642570281,0.9777777777777777,0.966682275873112,0.736946530132057,0.22973574574105493,45
Галантерея и аксессуары,fold_03,score_99_100,5,5,0,0.0011155734047300313,1.0,,0.736946530132057,,5
Галантерея и аксессуары,fold_03,text_asymmetric,591,112,479,0.1318607764390897,0.1895093062605753,0.7545754215524265,0.736946530132057,0.017628891420369497,577
Галантерея и аксессуары,fold_04,all,4567,774,3793,1.0,0.16947668053426757,0.7401005371038498,0.7401005371038498,0.0,4438
Галантерея и аксессуары,fold_04,name_exact,178,15,163,0.03897525728049048,0.08426966292134831,0.7540207927225471,0.7401005371038498,0.013920255618697253,173
Галантерея и аксессуары,fold_04,name_near,220,65,155,0.0481716663017298,0.29545454545454547,0.9039564263957972,0.7401005371038498,0.1638558892919474,219
Галантерея и аксессуары,fold_04,name_other,4169,694,3475,0.9128530764177797,0.16646677860398176,0.7191223401759678,0.7401005371038498,-0.020978196927882053,4058
Галантерея и аксессуары,fold_04,attrs_one_missing,1,0,1,0.0002189621195533173,0.0,,0.7401005371038498,,1
Галантерея и аксессуары,fold_04,attrs_present,4566,774,3792,0.9997810378804467,0.16951379763469118,0.7401007441806922,0.7401005371038498,2.070768423401148e-07,4437
Галантерея и аксессуары,fold_04,brand_agree,166,30,136,0.036347711845850665,0.18072289156626506,0.7520126082102938,0.7401005371038498,0.011912071106443989,162
Галантерея и аксессуары,fold_04,brand_conflict,396,55,341,0.08670899934311364,0.1388888888888889,0.7019305087731617,0.7401005371038498,-0.038170028330688166,385
Галантерея и аксессуары,fold_04,brand_one_missing,4005,689,3316,0.8769432888110357,0.17203495630461924,0.7429859972044667,0.7401005371038498,0.0028854601006168545,3901
Галантерея и аксессуары,fold_04,model_agree,88,21,67,0.01926866652069192,0.23863636363636365,0.7030974092164892,0.7401005371038498,-0.0370031278873606,88
Галантерея и аксессуары,fold_04,model_conflict,611,76,535,0.13378585504707685,0.12438625204582651,0.7682365958384614,0.7401005371038498,0.028136058734611558,600
Галантерея и аксессуары,fold_04,model_one_missing,3868,677,3191,0.8469454784322312,0.1750258531540848,0.7428883189936085,0.7401005371038498,0.0027877818897587003,3756
Галантерея и аксессуары,fold_04,article_agree,1,1,0,0.0002189621195533173,1.0,,0.7401005371038498,,1
Галантерея и аксессуары,fold_04,article_both_missing,3711,719,2992,0.8125684256623604,0.19374831581783886,0.7455996786678565,0.7401005371038498,0.00549914156400666,3615
Галантерея и аксессуары,fold_04,article_conflict,64,1,63,0.014013575651412306,0.015625,0.14285714285714285,0.7401005371038498,-0.597243394246707,63
Галантерея и аксессуары,fold_04,article_one_missing,791,53,738,0.17319903656667396,0.06700379266750948,0.6491735476393511,0.7401005371038498,-0.09092698946449873,765
Галантерея и аксессуары,fold_04,size_comparable_agree,56,11,45,0.012261878694985767,0.19642857142857142,0.7436577759158405,0.7401005371038498,0.0035572388119906595,54
Галантерея и аксессуары,fold_04,size_comparable_mismatch,149,19,130,0.03262535581344427,0.12751677852348994,0.4873044057393012,0.7401005371038498,-0.2527961313645486,147
Галантерея и аксессуары,fold_04,size_not_comparable,4362,744,3618,0.95511276549157,0.17056396148555708,0.7455975315255206,0.7401005371038498,0.005496994421670731,4238
Галантерея и аксессуары,fold_04,numeric_conflict,288,26,262,0.06306109043135538,0.09027777777777778,0.6676966861390481,0.7401005371038498,-0.07240385096480173,287
Галантерея и аксессуары,fold_04,numeric_missing,3846,620,3226,0.8421283118020583,0.16120644825793032,0.7045239110312018,0.7401005371038498,-0.035576626072648,3745
Галантерея и аксессуары,fold_04,numeric_overlap,433,128,305,0.09481059776658637,0.2956120092378753,0.8842072389746517,0.7401005371038498,0.14410670187080188,423
Галантерея и аксессуары,fold_04,text_long,581,49,532,0.12721699146047732,0.08433734939759036,0.6238169559613495,0.7401005371038498,-0.11628358114250037,567
Галантерея и аксессуары,fold_04,text_medium,3890,690,3200,0.8517626450624042,0.17737789203084833,0.7446781466469594,0.7401005371038498,0.004577609543109595,3789
Галантерея и аксессуары,fold_04,text_short_both,92,33,59,0.02014451499890519,0.358695652173913,0.7611601014145383,0.7401005371038498,0.02105956431068845,92
Галантерея и аксессуары,fold_04,text_very_long,4,2,2,0.0008758484782132691,0.5,1.0,0.7401005371038498,0.2598994628961502,4
Галантерея и аксессуары,fold_04,score_01_05,20,0,20,0.004379242391066345,0.0,,0.7401005371038498,,20
Галантерея и аксессуары,fold_04,score_05_20,1073,5,1068,0.23494635428070942,0.004659832246039142,0.03406596704667619,0.7401005371038498,-0.7060345700571736,1038
Галантерея и аксессуары,fold_04,score_20_50,1660,46,1614,0.36347711845850667,0.027710843373493974,0.04975009827781851,0.7401005371038498,-0.6903504388260313,1638
Галантерея и аксессуары,fold_04,score_50_80,1371,367,1004,0.300197065907598,0.26768781911013856,0.480439527928047,0.7401005371038498,-0.2596610091758028,1357
Галантерея и аксессуары,fold_04,score_80_95,405,318,87,0.08867965841909349,0.7851851851851852,0.8609850440975545,0.7401005371038498,0.12088450699370468,402
Галантерея и аксессуары,fold_04,score_95_99,36,36,0,0.007882636303919423,1.0,,0.7401005371038498,,36
Галантерея и аксессуары,fold_04,score_99_100,2,2,0,0.0004379242391066346,1.0,,0.7401005371038498,,2
Галантерея и аксессуары,fold_04,text_asymmetric,576,125,451,0.12612218086271076,0.2170138888888889,0.726585261876537,0.7401005371038498,-0.013515275227312773,570
Ювелирные изделия,fold_01,all,4540,578,3962,1.0,0.12731277533039648,0.6390750489255224,0.6390750489255224,0.0,3929
Ювелирные изделия,fold_01,name_exact,14,0,14,0.0030837004405286344,0.0,,0.6390750489255224,,12
Ювелирные изделия,fold_01,name_near,62,8,54,0.013656387665198238,0.12903225806451613,0.8872222222222222,0.6390750489255224,0.24814717329669989,60
Ювелирные изделия,fold_01,name_other,4464,570,3894,0.9832599118942731,0.12768817204301075,0.6335814475246169,0.6390750489255224,-0.00549360140090549,3869
Ювелирные изделия,fold_01,attrs_one_missing,1,0,1,0.00022026431718061675,0.0,,0.6390750489255224,,1
Ювелирные изделия,fold_01,attrs_present,4539,578,3961,0.9997797356828194,0.12734082397003746,0.6397550921876723,0.6390750489255224,0.0006800432621499874,3928
Ювелирные изделия,fold_01,brand_agree,490,131,359,0.10792951541850221,0.2673469387755102,0.7288836624594972,0.6390750489255224,0.08980861353397485,455
Ювелирные изделия,fold_01,brand_conflict,427,73,354,0.09405286343612335,0.17096018735362997,0.690449363527833,0.6390750489255224,0.05137431460231068,394
Ювелирные изделия,fold_01,brand_one_missing,3623,374,3249,0.7980176211453744,0.1032293679271322,0.5886794959098681,0.6390750489255224,-0.05039555301565424,3137
Ювелирные изделия,fold_01,model_agree,301,63,238,0.06629955947136563,0.20930232558139536,0.5357948096801202,0.6390750489255224,-0.1032802392454022,259
Ювелирные изделия,fold_01,model_both_missing,166,27,139,0.03656387665198238,0.16265060240963855,0.6893541702714027,0.6390750489255224,0.05027912134588031,157
Ювелирные изделия,fold_01,model_conflict,1169,242,927,0.25748898678414095,0.20701454234388367,0.704015556170623,0.6390750489255224,0.06494050724510059,1067
Ювелирные изделия,fold_01,model_one_missing,2904,246,2658,0.639647577092511,0.08471074380165289,0.5942167342005296,0.6390750489255224,-0.0448583147249928,2539
Ювелирные изделия,fold_01,article_agree,60,37,23,0.013215859030837005,0.6166666666666667,0.9489217318708294,0.6390750489255224,0.30984668294530704,60
Ювелирные изделия,fold_01,article_conflict,1255,225,1030,0.276431718061674,0.17928286852589642,0.6722900297938553,0.6390750489255224,0.033214980868332966,1133
Ювелирные изделия,fold_01,article_one_missing,3225,316,2909,0.710352422907489,0.09798449612403101,0.5528333791359412,0.6390750489255224,-0.08624166978958114,2796
Ювелирные изделия,fold_01,size_comparable_agree,330,75,255,0.07268722466960352,0.22727272727272727,0.8795633359570494,0.6390750489255224,0.24048828703152703,319
Ювелирные изделия,fold_01,size_comparable_mismatch,1720,285,1435,0.3788546255506608,0.16569767441860464,0.5465131863860837,0.6390750489255224,-0.09256186253943866,1521
Ювелирные изделия,fold_01,size_not_comparable,2490,218,2272,0.5484581497797357,0.08755020080321285,0.6484062255737585,0.6390750489255224,0.009331176648236128,2196
Ювелирные изделия,fold_01,numeric_conflict,841,161,680,0.18524229074889867,0.19143876337693222,0.7089184708422124,0.6390750489255224,0.06984342191669002,780
Ювелирные изделия,fold_01,numeric_missing,1382,148,1234,0.30440528634361236,0.10709117221418235,0.6657685042845052,0.6390750489255224,0.02669345535898282,1216
Ювелирные изделия,fold_01,numeric_overlap,2317,269,2048,0.510352422907489,0.11609840310746655,0.5864591450493553,0.6390750489255224,-0.0526159038761671,2029
Ювелирные изделия,fold_01,text_long,2888,357,2531,0.6361233480176212,0.12361495844875346,0.613306370072209,0.6390750489255224,-0.025768678853313354,2534
Ювелирные изделия,fold_01,text_medium,1100,152,948,0.2422907488986784,0.13818181818181818,0.6716298174374068,0.6390750489255224,0.032554768511884435,996
Ювелирные изделия,fold_01,text_very_long,552,69,483,0.12158590308370044,0.125,0.7117528700876016,0.6390750489255224,0.07267782116207921,491
